,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
1926,"Mangosteen, syrup pack, canned",100 g,73,0.6g,,0,7.00 mg,0,31.00 mcg,0.00 mcg,0.286 mg,0.032 mg,0.054 mg,0.054 mg,35.00 IU,2.00 mcg,1.00 mcg,16.00 mcg,9.00 mcg,0,0,0.00 mcg,0.018 mg,2.9 mg,0.00 IU,0,0,0,12.00 mg,0.069 mg,0.30 mg,13.00 mg,0.102 mg,8.00 mg,48.00 mg,0,0.21 mg,0.41 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.91 g,1.8 g,0,0,0,0,0,0,0,0.58 g,0,0,0,0.00 mg,0,0.16 g,0,0,80.94 g
1927,"Kiwifruit, raw, ZESPRI SunGold",100 g,63,0.3g,0.1g,0,3.00 mg,1.9 mg,31.00 mcg,0.00 mcg,0.231 mg,0.120 mg,0.074 mg,0.000 mg,23.00 IU,1.00 mcg,0.00 mcg,14.00 mcg,0,24.00 mcg,0,0.08 mcg,0.079 mg,161.3 mg,0.00 IU,1.40 mg,1.40 mg,6.1 mcg,17.00 mg,0.151 mg,0.21 mg,12.00 mg,0.048 mg,25.00 mg,315.00 mg,0.4 mcg,0.08 mg,1.02 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79 g,1.4 g,12.30 g,5.80 g,0.00 g,5.28 g,0.00 g,0.00 g,1.22 g,0.28 g,0.065 g,0.023 g,0.111 g,0.00 mg,0.0 g,0.47 g,0.00 mg,0.00 mg,82.44 g
1928,"McDONALD'S, Sausage McGRIDDLES",100 g,312,18g,5.4g,24mg,737.00 mg,0,37.00 mcg,0,3.082 mg,0.384 mg,0.156 mg,0.209 mg,0.00 IU,0,0,0,0,0,0,0.27 mcg,0.108 mg,0.0 mg,0,0,0,0,63.00 mg,0.079 mg,1.42 mg,14.00 mg,0.198 mg,316.00 mg,145.00 mg,0,0.76 mg,8.41 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25 g,1.0 g,11.23 g,0.14 g,0.00 g,3.91 g,0.54 g,0.48 g,6.16 g,17.76 g,5.435 g,7.532 g,2.591 g,24.00 mg,0,2.47 g,0,0,40.11 g
1929,"Flan, dry mix, caramel custard",100 g,348,0g,,0,432.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.000 mg,0.0 mg,0,0,0,0,24.00 mg,0.015 mg,0.08 mg,0.00 mg,0.007 mg,1.00 mg,153.00 mg,21.3 mcg,0.04 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.60 g,0.0 g,0,0,0,0,0,0,0,0.00 g,0,0,0,0.00 mg,0,0.61 g,0.00 mg,0.00 mg,7.80 g
1930,"Snacks, cheese-flavor, popcorn",100 g,526,33g,6.4g,11mg,889.00 mg,15.3 mg,11.00 mcg,0.00 mcg,1.453 mg,0.461 mg,0.241 mg,0.124 mg,140.00 IU,8.00 mcg,40.00 mcg,62.00 mcg,0.00 mcg,1002.00 mcg,0,0.53 mcg,0.235 mg,0.5 mg,0.00 IU,3.82 mg,3.82 mg,8.2 mcg,113.00 mg,0.140 mg,2.24 mg,91.00 mg,0.713 mg,361.00 mg,261.00 mg,12.0 mcg,2.01 mg,9.30 g,0.580 g,0.391 g,0.718 g,0.160 g,1.729 g,0.308 g,0.252 g,0,0.402 g,1.024 g,0.443 g,0.191 g,0.405 g,0.743 g,0.446 g,0.417 g,0.094 g,0.349 g,0.489 g,51.60 g,9.9 g,0.79 g,0,0,0,0,0,0,33.20 g,6.410 g,9.700 g,15.370 g,11.00 mg,0.0 g,3.40 g,0.00 mg,0.00 mg,2.50 g
1931,"Babyfood, toddler, dices, peas",100 g,64,0.8g,0.1g,0,48.00 mg,14.7 mg,35.00 mcg,0.00 mcg,0.850 mg,0.345 mg,0.060 mg,0.100 mg,304.00 IU,15.00 mcg,8.00 mcg,178.00 mcg,0.00 mcg,1805.00 mcg,0,0.00 mcg,0.060 mg,6.0 mg,0.00 IU,0.45 mg,0.45 mg,18.0 mcg,21.00 mg,0.080 mg,1.00 mg,19.00 mg,0.150 mg,67.00 mg,81.00 mg,0.1 mcg,0.50 mg,3.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30 g,3.9 g,4.13 g,0,0,0,0,0,0,0.80 g,0.140 g,0.070 g,0.370 g,0.00 mg,0.0 g,0.35 g,0.00 mg,0.00 mg,84.60 g
1932,"Egg, raw, fresh, whole, turkey",100 g,171,12g,3.6g,933mg,151.00 mg,0,71.00 mcg,0.00 mcg,0.024 mg,1.889 mg,0.470 mg,0.110 mg,554.00 IU,166.00 mcg,0,0,0,0,0,1.69 mcg,0.131 mg,0.0 mg,0,0,0,0,99.00 mg,0.062 mg,4.10 mg,13.00 mg,0.038 mg,170.00 mg,142.00 mg,34.3 mcg,1.58 mg,13.68 g,0.799 g,0.876 g,1.357 g,0.326 g,1.742 g,0.455 g,0.330 g,0,0.855 g,1.201 g,0.924 g,0.442 g,0.773 g,0.543 g,1.040 g,0.672 g,0.219 g,0.569 g,0.985 g,1.15 g,0.0 g,0,0,0,0,0,0,0,11.88 g,3.632 g,4.571 g,1.658 g,933.00 mg,0,0.79 g,0,0,72.50 g
1933,"Mollusks, raw, common, octopus",100 g,82,1g,0.2g,48mg,230.00 mg,65.0 mg,16.00 mcg,0.00 mcg,2.100 mg,0.500 mg,0.040 mg,0.030 mg,150.00 IU,45.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,20.00 mcg,0.360 mg,5.0 mg,0.00 IU,1.20 mg,1.20 mg,0.1 mcg,53.00 mg,0.435 mg,5.30 mg,30.00 mg,0.025 mg,186.00 mg,350.00 mg,44.8 mcg,1.68 mg,14.91 g,0.902 g,1.088 g,1.438 g,0.196 g,2.027 g,0.933 g,0.286 g,0,0.649 g,1.049 g,1.114 g,0.336 g,0.534 g,0.608 g,0.668 g,0.642 g,0.167 g,0.477 g,0.651 g,2.20 g,0.0 g,0.00 g,0,0,0,0,0,0,1.04 g,0.227 g,0.162 g,0.239 g,48.00 mg,0.0 g,1.60 g,0.00 mg,0.00 mg,80.25 g
1934,Vegetarian meatloaf or patties,100 g,197,9g,1.4g,0,550.00 mg,73.1 mg,78.00 mcg,0.00 mcg,10.000 mg,0,0.600 mg,0.900 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.40 mcg,1.200 mg,0.0 mg,0.00 IU,1.73 mg,1.73 mg,0.0 mcg,29.00 mg,0.706 mg,2.10 mg,18.00 mg,0,344.00 mg,180.00 mg,0.8 mcg,1.80 mg,21.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00 g,4.6 g,1.20 g,0,0,0,0,0,0,9.00 g,1.425 g,2.188 g,4.666 g,0.00 mg,0.0 g,4.00 g,0.00 mg,0.00 mg,58.00 g
1935,"Pheasant, total edible, cooked",100 g,239,12g,3.9g,89mg,43.00 mg,85.8 mg,5.00 mcg,0.00 mcg,7.530 mg,0,0.180 mg,0.070 mg,190.00 IU,57.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.72 mcg,0.750 mg,2.3 mg,7.00 IU,0.27 mg,0.27 mg,4.9 mcg,16.00 mg,0.084 mg,1.43 mg,22.00 mg,0,242.00 mg,271.00 mg,20.7 mcg,1.37 mg,32.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,12.10 g,3.908 g,5.627 g,1.185 g,89.00 mg,0.0 g,1.30 g,0.00 mg,0.00 mg,54.20 g
1936,"Yogurt, nonfat, vanilla, Greek",100 g,78,0.2g,0.1g,3mg,34.00 mg,15.2 mg,11.00 mcg,0.00 mcg,0.201 mg,0.386 mg,0.240 mg,0.042 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.64 mcg,0.050 mg,0.0 mg,35.00 IU,0.02 mg,0.02 mg,0.1 mcg,99.00 mg,0.018 mg,0.04 mg,10.00 mg,0.008 mg,119.00 mg,123.00 mg,9.7 mcg,0.46 mg,8.64 g,0.211 g,0.148 g,0.391 g,0.045 g,0.965 g,0.119 g,0.122 g,0,0.269 g,0.497 g,0.442 g,0.145 g,0.269 g,0.584 g,0.305 g,0.202 g,0.028 g,0.249 g,0.408 g,10.37 g,0.5 g,9.54 g,1.92 g,0.60 g,0.32 g,2.63 g,0.00 g,4.07 g,0.18 g,0.133 g,0.039 g,0.009 g,3.00 mg,0.0 g,0.55 g,0.00 mg,0.00 mg,80.26 g
1937,"KEEBLER, Iced Cookies, ANIMALS",100 g,459,16g,5g,0,337.00 mg,0,110.00 mcg,0,3.600 mg,0,0.270 mg,0.420 mg,0,0,0,0,0,0,0,0,0.020 mg,0,0,0,0,0,0,0,3.10 mg,12.00 mg,0,61.00 mg,66.00 mg,0,0.40 mg,5.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.20 g,1.6 g,26.70 g,0,0,0,0,0,0,15.60 g,5.000 g,3.500 g,5.800 g,0.00 mg,0,0,0,0,3.75 g
1938,"Cheese, queso asadero, mexican",100 g,356,28g,18g,105mg,705.00 mg,15.4 mg,8.00 mcg,0.00 mcg,0.181 mg,0.231 mg,0.223 mg,0.021 mg,190.00 IU,55.00 mcg,0.00 mcg,4.00 mcg,0.00 mcg,0.00 mcg,0,1.00 mcg,0.053 mg,0.0 mg,21.00 IU,0.24 mg,0.24 mg,2.4 mcg,661.00 mg,0.026 mg,0.51 mg,26.00 mg,0.036 mg,443.00 mg,86.00 mg,14.5 mcg,3.02 mg,22.60 g,0.501 g,0.760 g,1.475 g,0.103 g,5.072 g,0.246 g,0.694 g,0,1.225 g,2.123 g,1.548 g,0.593 g,1.190 g,2.403 g,1.169 g,0.737 g,0.269 g,1.061 g,1.426 g,2.87 g,0.0 g,2.87 g,0,0,0,0,0,0,28.26 g,17.939 g,8.038 g,0.850 g,105.00 mg,0.0 g,4.11 g,0.00 mg,0.00 mg,42.16 g
1939,"Oat flour, partially debranned",100 g,404,9.1g,1.6g,0,19.00 mg,29.9 mg,32.00 mcg,0.00 mcg,1.474 mg,0.201 mg,0.125 mg,0.692 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,180.00 mcg,0,0.00 mcg,0.125 mg,0.0 mg,0.00 IU,0.70 mg,0.70 mg,3.2 mcg,55.00 mg,0.437 mg,4.00 mg,144.00 mg,4.019 mg,452.00 mg,371.00 mg,34.0 mcg,3.20 mg,14.66 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.70 g,6.5 g,0.80 g,0.00 g,0,0.10 g,0,0,0.50 g,9.12 g,1.607 g,2.866 g,3.329 g,0.00 mg,0.0 g,1.97 g,0.00 mg,0.00 mg,8.55 g
1940,"Potatoes, ready-to-eat, mashed",100 g,106,5g,2.6g,13mg,298.00 mg,14.3 mg,6.00 mcg,0.00 mcg,1.020 mg,0.405 mg,0.088 mg,0.085 mg,205.00 IU,53.00 mcg,0.00 mcg,19.00 mcg,0.00 mcg,0.00 mcg,0,0.22 mcg,0.109 mg,0.1 mg,2.00 IU,0.29 mg,0.29 mg,2.4 mcg,34.00 mg,0.011 mg,0.27 mg,14.00 mg,0.091 mg,61.00 mg,274.00 mg,26.9 mcg,0.30 mg,1.97 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.29 g,1.9 g,1.76 g,0.31 g,0.00 g,0.27 g,1.17 g,0.00 g,0.00 g,5.01 g,2.632 g,1.236 g,0.684 g,13.00 mg,0.0 g,1.46 g,0.00 mg,0.00 mg,78.27 g
1941,"Snacks, plain, CORNNUTS, KRAFT",100 g,446,16g,2.4g,0,564.00 mg,20.6 mg,0.00 mcg,0.00 mcg,1.694 mg,0.366 mg,0.130 mg,0.041 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.229 mg,0.0 mg,0.00 IU,1.98 mg,1.98 mg,9.3 mcg,9.00 mg,0.115 mg,1.67 mg,113.00 mg,0.455 mg,275.00 mg,278.00 mg,14.8 mcg,1.78 mg,8.50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.86 g,6.9 g,0.61 g,0,0,0,0,0,0,15.64 g,2.430 g,9.460 g,3.050 g,0.00 mg,0.0 g,2.70 g,0.00 mg,0.00 mg,1.30 g
1942,"Noodles, cooked, enriched, egg",100 g,138,2.1g,0.4g,29mg,5.00 mg,25.7 mg,84.00 mcg,77.00 mcg,2.077 mg,0.263 mg,0.136 mg,0.289 mg,21.00 IU,6.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,38.00 mcg,0,0.09 mcg,0.046 mg,0.0 mg,4.00 IU,0.17 mg,0.17 mg,0.0 mcg,12.00 mg,0.098 mg,1.47 mg,21.00 mg,0.315 mg,76.00 mg,38.00 mg,23.9 mcg,0.65 mg,4.54 g,0.165 g,0.192 g,0.244 g,0.096 g,1.468 g,0.159 g,0.121 g,0,0.190 g,0.365 g,0.137 g,0.086 g,0.240 g,0.495 g,0.257 g,0.138 g,0.043 g,0.094 g,0.220 g,25.16 g,1.2 g,0.40 g,0.00 g,0.00 g,0.07 g,0.00 g,0.30 g,0.04 g,2.07 g,0.419 g,0.581 g,0.552 g,29.00 mg,0.0 g,0.50 g,0.00 mg,0.00 mg,67.73 g
1943,"Pitanga, raw, (surinam-cherry)",100 g,33,0.4g,,0,3.00 mg,0,0,0,0.300 mg,0,0.040 mg,0.030 mg,1500.00 IU,75.00 mcg,0,0,0,0,0,0.00 mcg,0,26.3 mg,0,0,0,0,9.00 mg,0,0.20 mg,12.00 mg,0,11.00 mg,103.00 mg,0,0,0.80 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49 g,0,0,0,0,0,0,0,0,0.40 g,0,0,0,0.00 mg,0,0.50 g,0,0,90.81 g
1944,"Crackers, GOYA CRACKERS, snack",100 g,433,13g,6.3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35 g,3.8 g,2.35 g,0.47 g,0.00 g,0.00 g,0.00 g,1.88 g,0.00 g,13.35 g,6.323 g,4.697 g,1.536 g,0,0,2.12 g,0,0,5.93 g
1945,"Beans, raw, mature seeds, navy",100 g,337,1.5g,0.2g,0,5.00 mg,87.4 mg,364.00 mcg,0.00 mcg,2.188 mg,0.744 mg,0.164 mg,0.775 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.428 mg,0,0.00 IU,0.02 mg,0.02 mg,2.5 mcg,147.00 mg,0.834 mg,5.49 mg,175.00 mg,1.418 mg,407.00 mg,1185.00 mg,11.0 mcg,3.65 mg,22.33 g,0.908 g,1.020 g,2.598 g,0.187 g,3.098 g,0.801 g,0.507 g,0.000 g,0.952 g,1.723 g,1.280 g,0.273 g,1.158 g,1.117 g,1.180 g,0.711 g,0.247 g,0.484 g,1.241 g,60.75 g,15.3 g,3.88 g,0.00 g,0.34 g,0.21 g,0.00 g,0.00 g,3.33 g,1.50 g,0.170 g,0.128 g,0.873 g,0,0.0 g,3.32 g,0.00 mg,0.00 mg,12.10 g
1946,"Topping, SMUCKER'S MAGIC SHELL",100 g,609,44g,21g,2mg,29.00 mg,9.4 mg,6.00 mcg,0.00 mcg,0.105 mg,0.077 mg,0.058 mg,0.016 mg,21.00 IU,6.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.08 mcg,0.013 mg,0.0 mg,0.00 IU,9.85 mg,9.85 mg,1.8 mcg,0.00 mg,0.133 mg,0.00 mg,15.00 mg,0.148 mg,54.00 mg,73.00 mg,1.0 mcg,0.45 mg,2.94 g,0.115 g,0.193 g,0.309 g,0.035 g,0.567 g,0.108 g,0.074 g,0.000 g,0.143 g,0.230 g,0.180 g,0.044 g,0.147 g,0.191 g,0.150 g,0.108 g,0.037 g,0.113 g,0.151 g,50.07 g,2.9 g,47.06 g,0,0,0,0,0,0,44.10 g,20.590 g,6.156 g,15.094 g,2.00 mg,0.0 g,2.64 g,4.00 mg,46.00 mg,0.25 g
1947,"Bread stuffing, dry mix, bread",100 g,386,3.4g,0.8g,1mg,1405.00 mg,14.6 mg,168.00 mcg,82.00 mcg,5.766 mg,0.398 mg,0.404 mg,0.596 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,72.00 mcg,0,0.02 mcg,0.152 mg,0.0 mg,0.00 IU,0.38 mg,0.38 mg,1.1 mcg,97.00 mg,0.238 mg,3.81 mg,40.00 mg,0.594 mg,141.00 mg,246.00 mg,48.0 mcg,0.93 mg,11.00 g,0.389 g,0.470 g,0.553 g,0.224 g,3.488 g,0.408 g,0.251 g,0,0.404 g,0.774 g,0.317 g,0.193 g,0.553 g,1.192 g,0.551 g,0.329 g,0.139 g,0.342 g,0.464 g,76.20 g,3.2 g,8.27 g,0,0,0,0,0,0,3.40 g,0.845 g,1.493 g,0.713 g,1.00 mg,0.0 g,5.20 g,0.00 mg,0.00 mg,4.20 g
1948,"Broccoli, raw, flower clusters",100 g,28,0.4g,0.1g,0,27.00 mg,0,71.00 mcg,0.00 mcg,0.638 mg,0.535 mg,0.119 mg,0.065 mg,3000.00 IU,0,0,0,0,0,0,0.00 mcg,0.159 mg,93.2 mg,0.00 IU,0,0,0,48.00 mg,0.045 mg,0.88 mg,25.00 mg,0.229 mg,66.00 mg,325.00 mg,3.0 mcg,0.40 mg,2.98 g,0.118 g,0.145 g,0.213 g,0.020 g,0.375 g,0.095 g,0.050 g,0,0.109 g,0.131 g,0.141 g,0.034 g,0.084 g,0.114 g,0.100 g,0.091 g,0.029 g,0.063 g,0.128 g,5.06 g,2.3 g,1.48 g,0,0,0,0,0,0,0.35 g,0.054 g,0.024 g,0.167 g,0.00 mg,0.0 g,0.92 g,0.00 mg,0.00 mg,90.69 g
1949,"Gravy, golden pork, CAMPBELL'S",100 g,76,5.1g,2.5g,8mg,525.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,0.00 mg,0,0.00 mg,0,0,0,0,0,0,1.69 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08 g,0.0 g,1.69 g,0,0,0,0,0,0,5.08 g,2.542 g,0,0,8.00 mg,0,0.74 g,0,0,87.40 g
1950,"SILK Plus Omega-3 DHA, soymilk",100 g,45,2.1g,0.2g,0,49.00 mg,0,10.00 mcg,0,0,0,0.210 mg,0,412.00 IU,0,0,0,0,0,0,1.23 mcg,0,0.0 mg,49.00 IU,0,0,0,144.00 mg,0,0.44 mg,16.00 mg,0,0,144.00 mg,2.3 mcg,0.25 mg,2.88 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29 g,0.4 g,2.47 g,0,0,0,0,0,0,2.06 g,0.206 g,0,0,0.00 mg,0,0.64 g,0,0,91.13 g
1951,"Cheese, reduced fat, provolone",100 g,274,18g,11g,55mg,615.00 mg,12.9 mg,10.00 mcg,0.00 mcg,0.156 mg,0.476 mg,0.321 mg,0.019 mg,532.00 IU,141.00 mcg,0.00 mcg,45.00 mcg,0.00 mcg,0.00 mcg,0,1.46 mcg,0.073 mg,0.0 mg,13.00 IU,0.15 mg,0.15 mg,1.5 mcg,756.00 mg,0.026 mg,0.52 mg,28.00 mg,0.010 mg,496.00 mg,138.00 mg,14.5 mcg,3.23 mg,24.70 g,0.706 g,1.022 g,1.744 g,0.116 g,6.235 g,0.433 g,1.115 g,0,1.091 g,2.297 g,2.646 g,0.686 g,1.287 g,2.766 g,1.471 g,0.982 g,0.345 g,1.520 g,1.640 g,3.50 g,0.0 g,0.55 g,0,0,0,0,0,0,17.60 g,11.300 g,4.890 g,0.510 g,55.00 mg,0.0 g,3.60 g,0.00 mg,0.00 mg,50.60 g
1952,"Blueberries, sweetened, frozen",100 g,85,0.1g,,0,1.00 mg,5.5 mg,7.00 mcg,0.00 mcg,0.253 mg,0.125 mg,0.052 mg,0.020 mg,49.00 IU,2.00 mcg,0.00 mcg,30.00 mcg,0.00 mcg,73.00 mcg,0,0.00 mcg,0.059 mg,1.0 mg,0.00 IU,0.52 mg,0.52 mg,17.7 mcg,6.00 mg,0.039 mg,0.39 mg,2.00 mg,0.262 mg,7.00 mg,60.00 mg,0.2 mcg,0.06 mg,0.40 g,0.017 g,0.020 g,0.031 g,0.004 g,0.049 g,0.016 g,0.006 g,0,0.012 g,0.023 g,0.007 g,0.006 g,0.014 g,0.015 g,0.012 g,0.011 g,0.002 g,0.005 g,0.017 g,21.95 g,2.2 g,19.72 g,0,0,0,0,0,0,0.13 g,0.011 g,0.018 g,0.057 g,0.00 mg,0.0 g,0.12 g,0.00 mg,0.00 mg,77.40 g
1953,"Beets, drained, boiled, cooked",100 g,44,0.2g,,0,77.00 mg,6.3 mg,80.00 mcg,0.00 mcg,0.331 mg,0.145 mg,0.040 mg,0.027 mg,35.00 IU,2.00 mcg,0.00 mcg,21.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.067 mg,3.6 mg,0.00 IU,0.04 mg,0.04 mg,0.2 mcg,16.00 mg,0.074 mg,0.79 mg,23.00 mg,0.326 mg,38.00 mg,305.00 mg,0.7 mcg,0.35 mg,1.68 g,0.063 g,0.044 g,0.121 g,0.020 g,0.446 g,0.033 g,0.022 g,0,0.050 g,0.071 g,0.060 g,0.019 g,0.048 g,0.043 g,0.062 g,0.049 g,0.020 g,0.040 g,0.059 g,9.96 g,2.0 g,7.96 g,0,0,0,0,0,0,0.18 g,0.028 g,0.035 g,0.064 g,0.00 mg,0.0 g,1.12 g,0.00 mg,0.00 mg,87.06 g
1954,"Babyfood, orange-carrot, juice",100 g,43,0.1g,,0,10.00 mg,6.5 mg,39.00 mcg,0.00 mcg,0.210 mg,0,0.050 mg,0.060 mg,1880.00 IU,94.00 mcg,395.00 mcg,863.00 mcg,135.00 mcg,135.00 mcg,0,0.00 mcg,0.050 mg,34.1 mg,0.00 IU,0.29 mg,0.29 mg,1.5 mcg,16.00 mg,0.044 mg,0.20 mg,10.00 mg,0,19.00 mg,174.00 mg,0.1 mcg,0.07 mg,0.50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90 g,0.4 g,8.40 g,0,0,0,0,0,0,0.10 g,0.010 g,0.010 g,0.030 g,0.00 mg,0.0 g,0.25 g,0.00 mg,0.00 mg,89.10 g
1955,"Fast foods, strawberry, sundae",100 g,175,5.1g,2.4g,14mg,60.00 mg,0,12.00 mcg,0.00 mcg,0.590 mg,0.290 mg,0.180 mg,0.040 mg,145.00 IU,37.00 mcg,0,0,0,0,0,0.42 mcg,0.050 mg,1.3 mg,0,0.51 mg,0.51 mg,0,105.00 mg,0.050 mg,0.21 mg,16.00 mg,0.110 mg,101.00 mg,177.00 mg,2.9 mcg,0.43 mg,4.09 g,0.136 g,0.142 g,0.321 g,0.036 g,0.805 g,0.085 g,0.105 g,0,0.230 g,0.373 g,0.302 g,0.094 g,0.185 g,0.366 g,0.209 g,0.174 g,0.054 g,0.186 g,0.255 g,29.18 g,0.0 g,0,0,0,0,0,0,0,5.13 g,2.444 g,1.739 g,0.667 g,14.00 mg,0,0.70 g,0,0,60.90 g
1956,"Chicken, raw, giblets, stewing",100 g,168,9.2g,2.6g,240mg,77.00 mg,0,350.00 mcg,0.00 mcg,8.530 mg,3.275 mg,1.106 mg,0.097 mg,10497.00 IU,3152.00 mcg,0,0,0,0,0,10.83 mcg,0.520 mg,11.4 mg,0,0,0,0,10.00 mg,0.275 mg,5.93 mg,18.00 mg,0.151 mg,198.00 mg,226.00 mg,56.1 mcg,3.01 mg,17.89 g,0.874 g,1.198 g,1.676 g,0.238 g,2.729 g,0.983 g,0.416 g,0,0.896 g,1.425 g,1.306 g,0.448 g,0.807 g,0.912 g,0.782 g,0.812 g,0.203 g,0.586 g,0.949 g,2.13 g,0.0 g,0,0,0,0,0,0,0,9.21 g,2.630 g,2.750 g,2.100 g,240.00 mg,0,0.97 g,0,0,69.80 g
1957,"McDONALD'S, McCHICKEN Sandwich",100 g,273,13g,2.3g,27mg,624.00 mg,0,0,0,3.942 mg,0,0.200 mg,0.212 mg,0,0,0,0,0,0,0,0.19 mcg,0,0,0,0,0,0,88.00 mg,0.082 mg,1.74 mg,20.00 mg,0.358 mg,139.00 mg,173.00 mg,0,0.63 mg,10.43 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.97 g,1.3 g,3.57 g,1.93 g,0.00 g,1.03 g,0.00 g,0.43 g,0.17 g,13.21 g,2.346 g,4.401 g,4.964 g,27.00 mg,0,2.28 g,0,0,46.11 g
1958,"Cream, fat free, half and half",100 g,59,1.4g,0.8g,5mg,100.00 mg,15.0 mg,4.00 mcg,0.00 mcg,0.124 mg,0.459 mg,0.237 mg,0.056 mg,43.00 IU,12.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,0.00 mcg,0,0.52 mcg,0.062 mg,0.7 mg,0.00 IU,0.04 mg,0.04 mg,0.2 mcg,96.00 mg,0.016 mg,0.00 mg,16.00 mg,0.002 mg,151.00 mg,206.00 mg,2.9 mcg,0.81 mg,2.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00 g,0.0 g,5.00 g,0,0,0,0,0,0,1.40 g,0.841 g,0.384 g,0.052 g,5.00 mg,0.0 g,1.00 g,0.00 mg,0.00 mg,86.00 g
